"commonnamegroupid","name","galenicformid","name_noaccent","publicName"
"2","ácido salicílico * 0,1 % + triamcinolona acetónido * 0,02 % ; uso cutáneo ; loción","266","ACIDO SALICILICO * 0,1 % + TRIAMCINOLONA ACETONIDO * 0,02 % ; USO CUTANEO ; LOCION","ACIDO SALICILICO 0,1 % + TRIAMCINOLONA ACETONIDO 0,02 % loción"
"127","clorhexidina gluconato * 0,125 % ; uso cutáneo ; solución cutánea","493","CLORHEXIDINA GLUCONATO * 0,125 % ; USO CUTANEO ; SOLUCION CUTANEA","CLORHEXIDINA GLUCONATO 0,125 % solución cutánea"
"128","salbutamol (sulfato) * 2 mg ; vía oral ; comprimido","59","SALBUTAMOL (SULFATO) * 2 MG ; VIA ORAL ; COMPRIMIDO","SALBUTAMOL (sulfato) 2 mg comprimido"
"129","propranolol clorhidrato * 5 mg/5 ml ; vía parenteral ; solución para perfusión","531","PROPRANOLOL CLORHIDRATO * 5 MG/5 ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","PROPRANOLOL CLORHIDRATO 5 mg/5 ml solución para perfusión"
"131","tiopental sódico * 500 mg ; vía parenteral ; polvo para solución inyectable","411","TIOPENTAL SODICO * 500 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","TIOPENTAL SODICO 500 mg polvo para solución inyectable"
"132","timolol (maleato) * 0,1 % ; vía oftálmica ; gel oftálmico de liberación prolongada","1730","TIMOLOL (MALEATO) * 0,1 % ; VIA OFTALMICA ; GEL OFTALMICO DE LIBERACION PROLONGADA","TIMOLOL (maleato) 0,1 % gel oftálmico de liberación prolongada"
"133","estreptozocina * 1 g ; vía parenteral ; polvo para solución inyectable","411","ESTREPTOZOCINA * 1 G ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","ESTREPTOZOCINA 1 g polvo para solución inyectable"
"134","budesónida * 1 mg/2 ml ; vía inhalatoria ; suspensión para inhalación por nebulizador envase unidosis","1999","BUDESONIDA * 1 MG/2 ML ; VIA INHALATORIA ; SUSPENSION PARA INHALACION POR NEBULIZADOR ENVASE UNIDOSIS","BUDESONIDA 1 mg/2 ml suspensión para inhalación por nebulizador envase unidosis"
"135","ácido tranexámico * 100 mg/ml ; vía parenteral ; solución inyectable","476","ACIDO TRANEXAMICO * 100 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ACIDO TRANEXAMICO 100 mg/ml solución inyectable"
"136","ácido acetilsalicílico * 500 mg + ácido ascórbico * 300 mg ; vía oral ; comprimido efervescente","83","ACIDO ACETILSALICILICO * 500 MG + ACIDO ASCORBICO * 300 MG ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 300 mg comprimido efervescente"
"137","desmopresina acetato * 0,2 mg ; vía oral ; comprimido","59","DESMOPRESINA ACETATO * 0,2 MG ; VIA ORAL ; COMPRIMIDO","DESMOPRESINA ACETATO 0,2 mg comprimido"
"138","clobazam * 10 mg ; vía oral ; comprimido","59","CLOBAZAM * 10 MG ; VIA ORAL ; COMPRIMIDO","CLOBAZAM 10 mg comprimido"
"139","ciclosporina * 100 mg/ml ; vía oral ; solución oral","461","CICLOSPORINA * 100 MG/ML ; VIA ORAL ; SOLUCION ORAL","CICLOSPORINA 100 mg/ml solución oral"
"140","ketoconazol * 200 mg ; vía oral ; comprimido","59","KETOCONAZOL * 200 MG ; VIA ORAL ; COMPRIMIDO","KETOCONAZOL 200 mg comprimido"
"141","ictamol * 2 % + zinc óxido * 25 % ; uso cutáneo ; pasta cutánea","317","ICTAMOL * 2 % + ZINC OXIDO * 25 % ; USO CUTANEO ; PASTA CUTANEA","ICTAMOL 2 % + ZINC OXIDO 25 % pasta cutánea"
"142","emtricitabina * 200 mg + tenofovir disoproxilo (fumarato) * 245 mg ; vía oral ; comprimido","59","EMTRICITABINA * 200 MG + TENOFOVIR DISOPROXILO (FUMARATO) * 245 MG ; VIA ORAL ; COMPRIMIDO","EMTRICITABINA 200 mg + TENOFOVIR DISOPROXILO (fumarato) 245 mg comprimido"
"143","dimeticona * 125 mg + loperamida clorhidrato * 2 mg ; vía oral ; comprimido","59","DIMETICONA * 125 MG + LOPERAMIDA CLORHIDRATO * 2 MG ; VIA ORAL ; COMPRIMIDO","DIMETICONA 125 mg + LOPERAMIDA CLORHIDRATO 2 mg comprimido"
"144","magnesio (pidolato) * 1 mg/ml ; vía oral ; solución oral","461","MAGNESIO (PIDOLATO) * 1 MG/ML ; VIA ORAL ; SOLUCION ORAL","MAGNESIO (pidolato) 1 mg/ml solución oral"
"145","iproniazida (fosfato) * 50 mg ; vía oral ; comprimido","59","IPRONIAZIDA (FOSFATO) * 50 MG ; VIA ORAL ; COMPRIMIDO","IPRONIAZIDA (fosfato) 50 mg comprimido"
"146","nordazepam * 15 mg ; vía oral ; comprimido","59","NORDAZEPAM * 15 MG ; VIA ORAL ; COMPRIMIDO","NORDAZEPAM 15 mg comprimido"
"147","metronidazol * 125 mg + espiramicina * 750.000 UI ; vía oral ; comprimido","59","METRONIDAZOL * 125 MG + ESPIRAMICINA * 750.000 UI ; VIA ORAL ; COMPRIMIDO","METRONIDAZOL 125 mg + ESPIRAMICINA 750.000 UI comprimido"
"148","metopimazina * 15 mg ; vía oral ; cápsula dura","219","METOPIMAZINA * 15 MG ; VIA ORAL ; CAPSULA DURA","METOPIMAZINA 15 mg cápsula dura"
"149","prazepam * 15 mg/ml ; vía oral ; gotas orales en solución","462","PRAZEPAM * 15 MG/ML ; VIA ORAL ; GOTAS ORALES EN SOLUCION","PRAZEPAM 15 mg/ml gotas orales en solución"
"150","paracetamol * 300 mg ; vía rectal ; supositorio","555","PARACETAMOL * 300 MG ; VIA RECTAL ; SUPOSITORIO","PARACETAMOL 300 mg supositorio"
"151","nitrendipino * 20 mg ; vía oral ; comprimido","59","NITRENDIPINO * 20 MG ; VIA ORAL ; COMPRIMIDO","NITRENDIPINO 20 mg comprimido"
"152","tetradecilsulfato sódico * 1 % ; vía parenteral ; solución inyectable","476","TETRADECILSULFATO SODICO * 1 % ; VIA PARENTERAL ; SOLUCION INYECTABLE","TETRADECILSULFATO SODICO 1 % solución inyectable"
"153","tianeptina sódica * 12,5 mg ; vía oral ; comprimido","59","TIANEPTINA SODICA * 12,5 MG ; VIA ORAL ; COMPRIMIDO","TIANEPTINA SODICA 12,5 mg comprimido"
"154","hialuronato sódico * 6,5 mg ; vía intraocular ; solución inyectable intraocular","515","HIALURONATO SODICO * 6,5 MG ; VIA INTRAOCULAR ; SOLUCION INYECTABLE INTRAOCULAR","HIALURONATO SODICO 6,5 mg solución inyectable intraocular"
"155","ácido ascórbico * 1 g ; vía oral ; comprimido efervescente","83","ACIDO ASCORBICO * 1 G ; VIA ORAL ; COMPRIMIDO EFERVESCENTE","ACIDO ASCORBICO 1 g comprimido efervescente"
"156","clobazam * 5 mg ; vía oral ; cápsula dura","219","CLOBAZAM * 5 MG ; VIA ORAL ; CAPSULA DURA","CLOBAZAM 5 mg cápsula dura"
"157","buprenorfina (hidrocloruro) * 0,4 mg ; vía sublingual  ; comprimido sublingual","141","BUPRENORFINA (HIDROCLORURO) * 0,4 MG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","BUPRENORFINA (hidrocloruro) 0,4 mg comprimido sublingual"
"158","amilasa vegetal * 69 mg ; vía oral ; comprimido masticable","63","AMILASA VEGETAL * 69 MG ; VIA ORAL ; COMPRIMIDO MASTICABLE","AMILASA VEGETAL 69 mg comprimido masticable"
"159","estradiol * 100 µg/24 h ; vía transdérmica ; dispositivo transdérmico bisemanal","1810","ESTRADIOL * 100 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO BISEMANAL","ESTRADIOL 100 µg/24 h dispositivo transdérmico bisemanal"
"160","dihidroergotoxina mesilato * 1 mg/ml ; vía oral ; gotas orales en solución","462","DIHIDROERGOTOXINA MESILATO * 1 MG/ML ; VIA ORAL ; GOTAS ORALES EN SOLUCION","DIHIDROERGOTOXINA MESILATO 1 mg/ml gotas orales en solución"
"161","dihidroergotoxina mesilato * 4,5 mg ; vía oral ; cápsula blanda","29","DIHIDROERGOTOXINA MESILATO * 4,5 MG ; VIA ORAL ; CAPSULA BLANDA","DIHIDROERGOTOXINA MESILATO 4,5 mg cápsula blanda"
"162","levotiroxina sódica * 100 µg ; vía oral ; comprimido","59","LEVOTIROXINA SODICA * 100 µG ; VIA ORAL ; COMPRIMIDO","LEVOTIROXINA SODICA 100 µg comprimido"
"163","ketotifeno (fumarato) * 1 mg ; vía oral ; cápsula dura","219","KETOTIFENO (FUMARATO) * 1 MG ; VIA ORAL ; CAPSULA DURA","KETOTIFENO (fumarato) 1 mg cápsula dura"
"164","glimepirida * 3 mg ; vía oral ; comprimido","59","GLIMEPIRIDA * 3 MG ; VIA ORAL ; COMPRIMIDO","GLIMEPIRIDA 3 mg comprimido"
"165","ranitidina (hidrocloruro) * 300 mg ; vía oral ; comprimido","59","RANITIDINA (HIDROCLORURO) * 300 MG ; VIA ORAL ; COMPRIMIDO","RANITIDINA (hidrocloruro) 300 mg comprimido"
"166","pimetixeno * 0,91 mg/5 ml ; vía oral ; jarabe","444","PIMETIXENO * 0,91 MG/5 ML ; VIA ORAL ; JARABE","PIMETIXENO 0,91 mg/5 ml jarabe"
"167","potasio cloruro * 20 % ; vía parenteral ; concentrado para solución para perfusión","453","POTASIO CLORURO * 20 % ; VIA PARENTERAL ; CONCENTRADO PARA SOLUCION PARA PERFUSION","POTASIO CLORURO 20 % concentrado para solución para perfusión"
"168","alopurinol * 300 mg ; vía oral ; cápsula blanda","29","ALOPURINOL * 300 MG ; VIA ORAL ; CAPSULA BLANDA","ALOPURINOL 300 mg cápsula blanda"
"169","cromoglicato sódico * 2 % ; vía nasal ; solución para pulverización nasal","541","CROMOGLICATO SODICO * 2 % ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","CROMOGLICATO SODICO 2 % solución para pulverización nasal"
"171","ertapenem (sódico) * 1 g ; vía parenteral ; polvo para solución para perfusión","419","ERTAPENEM (SODICO) * 1 G ; VIA PARENTERAL ; POLVO PARA SOLUCION PARA PERFUSION","ERTAPENEM (sódico) 1 g polvo para solución para perfusión"
"172","cloxacilina (sódica) * 500 mg ; vía oral ; cápsula dura","219","CLOXACILINA (SODICA) * 500 MG ; VIA ORAL ; CAPSULA DURA","CLOXACILINA (sódica) 500 mg cápsula dura"
"173","morfina clorhidrato * 50 mg/ml ; vía parenteral ; solución inyectable","476","MORFINA CLORHIDRATO * 50 MG/ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","MORFINA CLORHIDRATO 50 mg/ml solución inyectable"
"174","manganeso (gluconato) * 12,3 µg ; vía sublingual  ; comprimido sublingual","141","MANGANESO (GLUCONATO) * 12,3 µG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","MANGANESO (gluconato) 12,3 µg comprimido sublingual"
"175","ifenprodil tartrato * 20 mg ; vía oral ; comprimido","59","IFENPRODIL TARTRATO * 20 MG ; VIA ORAL ; COMPRIMIDO","IFENPRODIL TARTRATO 20 mg comprimido"
"176","potasio (gluconato) * 25 mg/ml ; vía oral ; jarabe","444","POTASIO (GLUCONATO) * 25 MG/ML ; VIA ORAL ; JARABE","POTASIO (gluconato) 25 mg/ml jarabe"
"177","palivizumab * 50 mg ; vía intramuscular ; polvo y disolvente para solución inyectable","369","PALIVIZUMAB * 50 MG ; VIA INTRAMUSCULAR ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE","PALIVIZUMAB 50 mg polvo y disolvente para solución inyectable"
"178","ofloxacino * 1,5 mg/0,5 ml ; vía ótica ; gotas óticas en solución","516","OFLOXACINO * 1,5 MG/0,5 ML ; VIA OTICA ; GOTAS OTICAS EN SOLUCION","OFLOXACINO 1,5 mg/0,5 ml gotas óticas en solución"
"180","carbacol * 1,5 % ; vía oftálmica ; colirio en solución","53","CARBACOL * 1,5 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","CARBACOL 1,5 % colirio en solución"
"181","fosfocitroglutamato de arginina y potasio * 1 g ; vía oral ; comprimido masticable","63","FOSFOCITROGLUTAMATO DE ARGININA Y POTASIO * 1 G ; VIA ORAL ; COMPRIMIDO MASTICABLE","FOSFOCITROGLUTAMATO DE ARGININA Y POTASIO 1 g comprimido masticable"
"182","hidroxietil almidón 240 000 * 6 % ; vía parenteral ; solución para perfusión","531","HIDROXIETIL ALMIDON 240 000 * 6 % ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","HIDROXIETIL ALMIDON 240 000 6 % solución para perfusión"
"183","exemestano * 25 mg ; vía oral ; comprimido","59","EXEMESTANO * 25 MG ; VIA ORAL ; COMPRIMIDO","EXEMESTANO 25 mg comprimido"
"184","aceite de soja * 20 % ; vía parenteral ; emulsión para perfusión","183","ACEITE DE SOJA * 20 % ; VIA PARENTERAL ; EMULSION PARA PERFUSION","ACEITE DE SOJA 20 % emulsión para perfusión"
"185","sertaconazol nitrato * 2 % ; uso cutáneo ; crema","146","SERTACONAZOL NITRATO * 2 % ; USO CUTANEO ; CREMA","SERTACONAZOL NITRATO 2 % crema"
"186","racecadotrilo * 100 mg ; vía oral ; cápsula dura","219","RACECADOTRILO * 100 MG ; VIA ORAL ; CAPSULA DURA","RACECADOTRILO 100 mg cápsula dura"
"187","clodronato disódico * 400 mg ; vía oral ; cápsula dura","219","CLODRONATO DISODICO * 400 MG ; VIA ORAL ; CAPSULA DURA","CLODRONATO DISODICO 400 mg cápsula dura"
"188","ácido ascórbico * 1 g/5 ml ; vía parenteral ; solución inyectable","476","ACIDO ASCORBICO * 1 G/5 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE","ACIDO ASCORBICO 1 g/5 ml solución inyectable"
"189","biperideno clorhidrato * 4 mg ; vía oral ; comprimido de liberación prolongada","72","BIPERIDENO CLORHIDRATO * 4 MG ; VIA ORAL ; COMPRIMIDO DE LIBERACION PROLONGADA","BIPERIDENO CLORHIDRATO 4 mg comprimido de liberación prolongada"
"190","anakinra * 100 mg/0,67 ml ; vía parenteral ; solución inyectable en jeringa precargada","1845","ANAKINRA * 100 MG/0,67 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","ANAKINRA 100 mg/0,67 ml solución inyectable en jeringa precargada"
"191","alprostadil * 10 µg/1 ml ; vía intracavernosa ; polvo y disolvente para solución inyectable en jeringa precargada","1843","ALPROSTADIL * 10 µG/1 ML ; VIA INTRACAVERNOSA ; POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EN JERINGA PRECARGADA","ALPROSTADIL 10 µg/1 ml polvo y disolvente para solución inyectable en jeringa precargada"
"192","lidocaína clorhidrato * 5 % ; vía parenteral ; solución inyectable","476","LIDOCAINA CLORHIDRATO * 5 % ; VIA PARENTERAL ; SOLUCION INYECTABLE","LIDOCAINA CLORHIDRATO 5 % solución inyectable"
"193","glucosa * 30 % ; vía parenteral ; solución inyectable","476","GLUCOSA * 30 % ; VIA PARENTERAL ; SOLUCION INYECTABLE","GLUCOSA 30 % solución inyectable"
"194","bromfeniramina maleato * 0,04 % ; vía oral ; jarabe","444","BROMFENIRAMINA MALEATO * 0,04 % ; VIA ORAL ; JARABE","BROMFENIRAMINA MALEATO 0,04 % jarabe"
"195","trimipramina (maleato) * 25 mg ; vía oral ; comprimido","59","TRIMIPRAMINA (MALEATO) * 25 MG ; VIA ORAL ; COMPRIMIDO","TRIMIPRAMINA (maleato) 25 mg comprimido"
"196","nizatidina * 300 mg ; vía oral ; cápsula dura","219","NIZATIDINA * 300 MG ; VIA ORAL ; CAPSULA DURA","NIZATIDINA 300 mg cápsula dura"
"197","lenalidomida * 25 mg ; vía oral ; cápsula dura","219","LENALIDOMIDA * 25 MG ; VIA ORAL ; CAPSULA DURA","LENALIDOMIDA 25 mg cápsula dura"
"198","atorvastatina (cálcica) * 20 mg ; vía oral ; comprimido","59","ATORVASTATINA (CALCICA) * 20 MG ; VIA ORAL ; COMPRIMIDO","ATORVASTATINA (cálcica) 20 mg comprimido"
"199","ácido salicílico * 0,1 % ; vía oftálmica ; colirio en solución","53","ACIDO SALICILICO * 0,1 % ; VIA OFTALMICA ; COLIRIO EN SOLUCION","ACIDO SALICILICO 0,1 % colirio en solución"
"200","calcio (carbonato) * 500 mg + colecalciferol * 400 UI ; vía oral ; comprimido masticable","63","CALCIO (CARBONATO) * 500 MG + COLECALCIFEROL * 400 UI ; VIA ORAL ; COMPRIMIDO MASTICABLE","CALCIO (carbonato) 500 mg + COLECALCIFEROL 400 UI comprimido masticable"
"201","calcio (carbonato) * 1 g ; vía bucal ; comprimido para chupar","74","CALCIO (CARBONATO) * 1 G ; VIA BUCAL ; COMPRIMIDO PARA CHUPAR","CALCIO (carbonato) 1 g comprimido para chupar"
"202","bencilpenicilina-benzatina * 2,4 M UI ; vía parenteral ; polvo para suspensión inyectable","424","BENCILPENICILINA-BENZATINA * 2,4 M UI ; VIA PARENTERAL ; POLVO PARA SUSPENSION INYECTABLE","BENCILPENICILINA-BENZATINA 2,4 M UI polvo para suspensión inyectable"
"203","estradiol * 25 µg/24 h ; vía transdérmica ; dispositivo transdérmico bisemanal","1810","ESTRADIOL * 25 µG/24 H ; VIA TRANSDERMICA ; DISPOSITIVO TRANSDERMICO BISEMANAL","ESTRADIOL 25 µg/24 h dispositivo transdérmico bisemanal"
"204","darunavir (etanolato) * 300 mg ; vía oral ; comprimido","59","DARUNAVIR (ETANOLATO) * 300 MG ; VIA ORAL ; COMPRIMIDO","DARUNAVIR (etanolato) 300 mg comprimido"
"205","cilastatina (sódica) * 500 mg + imipenem * 500 mg ; vía parenteral ; polvo para solución para perfusión","419","CILASTATINA (SODICA) * 500 MG + IMIPENEM * 500 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION PARA PERFUSION","CILASTATINA (sódica) 500 mg + IMIPENEM 500 mg polvo para solución para perfusión"
"206","esencia de niaouli * 600 mg ; vía rectal ; supositorio","555","ESENCIA DE NIAOULI * 600 MG ; VIA RECTAL ; SUPOSITORIO","ESENCIA DE NIAOULI 600 mg supositorio"
"207","guaietolina * 300 mg ; vía oral ; comprimido","59","GUAIETOLINA * 300 MG ; VIA ORAL ; COMPRIMIDO","GUAIETOLINA 300 mg comprimido"
"208","acetato de flecainida * 200 mg ; vía oral ; cápsula dura de liberación prolongada","225","ACETATO DE FLECAINIDA * 200 MG ; VIA ORAL ; CAPSULA DURA DE LIBERACION PROLONGADA","ACETATO DE FLECAINIDA 200 mg cápsula dura de liberación prolongada"
"209","potasio gluconato * 240 µg ; vía sublingual  ; comprimido sublingual","141","POTASIO GLUCONATO * 240 µG ; VIA SUBLINGUAL  ; COMPRIMIDO SUBLINGUAL","POTASIO GLUCONATO 240 µg comprimido sublingual"
"210","nefopam clorhidrato * 20 mg/2 ml ; vía intramuscular + vía intravenosa ; solución inyectable","476","NEFOPAM CLORHIDRATO * 20 MG/2 ML ; VIA INTRAMUSCULAR + VIA INTRAVENOSA ; SOLUCION INYECTABLE","NEFOPAM CLORHIDRATO 20 mg/2 ml solución inyectable"
"211","magnesio (pidolato) * 184 mg ; vía oral ; polvo para solución oral en sobre","1811","MAGNESIO (PIDOLATO) * 184 MG ; VIA ORAL ; POLVO PARA SOLUCION ORAL EN SOBRE","MAGNESIO (pidolato) 184 mg polvo para solución oral en sobre"
"212","candesartán cilexetilo * 16 mg ; vía oral ; comprimido","59","CANDESARTAN CILEXETILO * 16 MG ; VIA ORAL ; COMPRIMIDO","CANDESARTAN CILEXETILO 16 mg comprimido"
"213","capecitabina * 500 mg ; vía oral ; comprimido","59","CAPECITABINA * 500 MG ; VIA ORAL ; COMPRIMIDO","CAPECITABINA 500 mg comprimido"
"214","ácido clavulanico (potásico) * 50 mg + amoxicilina (sódica) * 500 mg ; vía parenteral ; polvo para solución inyectable","411","ACIDO CLAVULANICO (POTASICO) * 50 MG + AMOXICILINA (SODICA) * 500 MG ; VIA PARENTERAL ; POLVO PARA SOLUCION INYECTABLE","ACIDO CLAVULANICO (potásico) 50 mg + AMOXICILINA (sódica) 500 mg polvo para solución inyectable"
"215","desloratadina * 5 mg ; vía oral ; comprimido","59","DESLORATADINA * 5 MG ; VIA ORAL ; COMPRIMIDO","DESLORATADINA 5 mg comprimido"
"216","ciclosporina * 25 mg ; vía oral ; cápsula blanda","29","CICLOSPORINA * 25 MG ; VIA ORAL ; CAPSULA BLANDA","CICLOSPORINA 25 mg cápsula blanda"
"217","cetrimida * 0,15 % + lidocaína * 5 % ; vía bucal ; apósito impregnado","56","CETRIMIDA * 0,15 % + LIDOCAINA * 5 % ; VIA BUCAL ; APOSITO IMPREGNADO","CETRIMIDA 0,15 % + LIDOCAINA 5 % apósito impregnado"
"218","zidovudina * 250 mg ; vía oral ; cápsula dura","219","ZIDOVUDINA * 250 MG ; VIA ORAL ; CAPSULA DURA","ZIDOVUDINA 250 mg cápsula dura"
"219","risperidona * 4 mg ; vía oral ; comprimido","59","RISPERIDONA * 4 MG ; VIA ORAL ; COMPRIMIDO","RISPERIDONA 4 mg comprimido"
"220","magnesio (glicerofosfato) * 125 mg/10 ml + piridoxina clorhidrato * 40 mg/10 ml ; vía oral ; solución oral","461","MAGNESIO (GLICEROFOSFATO) * 125 MG/10 ML + PIRIDOXINA CLORHIDRATO * 40 MG/10 ML ; VIA ORAL ; SOLUCION ORAL","MAGNESIO (glicerofosfato) 125 mg/10 ml + PIRIDOXINA CLORHIDRATO 40 mg/10 ml solución oral"
"221","clorhexidina gluconato * 0,15 % ; vía bucal ; solución para gargarismos y enjuague bucal","500","CLORHEXIDINA GLUCONATO * 0,15 % ; VIA BUCAL ; SOLUCION PARA GARGARISMOS Y ENJUAGUE BUCAL","CLORHEXIDINA GLUCONATO 0,15 % solución para gargarismos y enjuague bucal"
"222","benzododecinio bromuro * 0,05 % ; vía nasal ; solución para pulverización nasal","541","BENZODODECINIO BROMURO * 0,05 % ; VIA NASAL ; SOLUCION PARA PULVERIZACION NASAL","BENZODODECINIO BROMURO 0,05 % solución para pulverización nasal"
"224","lopinavir * 133,3 mg + ritonavir * 33,3 mg ; vía oral ; cápsula blanda","29","LOPINAVIR * 133,3 MG + RITONAVIR * 33,3 MG ; VIA ORAL ; CAPSULA BLANDA","LOPINAVIR 133,3 mg + RITONAVIR 33,3 mg cápsula blanda"
"225","lenalidomida * 5 mg ; vía oral ; cápsula dura","219","LENALIDOMIDA * 5 MG ; VIA ORAL ; CAPSULA DURA","LENALIDOMIDA 5 mg cápsula dura"
"226","cobamamida * 1 mg ; vía oral ; cápsula dura","219","COBAMAMIDA * 1 MG ; VIA ORAL ; CAPSULA DURA","COBAMAMIDA 1 mg cápsula dura"
"227","oseltamivir (fosfato) * 75 mg ; vía oral ; cápsula dura","219","OSELTAMIVIR (FOSFATO) * 75 MG ; VIA ORAL ; CAPSULA DURA","OSELTAMIVIR (fosfato) 75 mg cápsula dura"
"228","olmesartán medoxomilo * 40 mg ; vía oral ; comprimido","59","OLMESARTAN MEDOXOMILO * 40 MG ; VIA ORAL ; COMPRIMIDO","OLMESARTAN MEDOXOMILO 40 mg comprimido"
"229","nicotina * 10 mg ; vía inhalatoria ; cartucho para inhalación bucal","602","NICOTINA * 10 MG ; VIA INHALATORIA ; CARTUCHO PARA INHALACION BUCAL","NICOTINA 10 mg cartucho para inhalación bucal"
"230","estiripentol * 500 mg ; vía oral ; polvo para suspensión oral en sobre","1812","ESTIRIPENTOL * 500 MG ; VIA ORAL ; POLVO PARA SUSPENSION ORAL EN SOBRE","ESTIRIPENTOL 500 mg polvo para suspensión oral en sobre"
"231","piribedil * 20 mg ; vía oral ; comprimido","59","PIRIBEDIL * 20 MG ; VIA ORAL ; COMPRIMIDO","PIRIBEDIL 20 mg comprimido"
"232","passiflora exto. * 200 mg ; vía oral ; cápsula dura","219","PASSIFLORA EXTO. * 200 MG ; VIA ORAL ; CAPSULA DURA","PASSIFLORA EXTO. 200 mg cápsula dura"
"233","fentanilo * 100 µg/h ; vía transdérmica ; sistema de liberación transdérmica","160","FENTANILO * 100 µG/H ; VIA TRANSDERMICA ; SISTEMA DE LIBERACION TRANSDERMICA","FENTANILO 100 µg/h sistema de liberación transdérmica"
"234","esomeprazol (magnésico) * 20 mg ; vía oral ; comprimido gastrorresistente","106","ESOMEPRAZOL (MAGNESICO) * 20 MG ; VIA ORAL ; COMPRIMIDO GASTRORRESISTENTE","ESOMEPRAZOL (magnésico) 20 mg comprimido gastrorresistente"
"235","almotriptán (dL-hidrogenomalato) * 12,5 mg ; vía oral ; comprimido","59","ALMOTRIPTAN (DL-HIDROGENOMALATO) * 12,5 MG ; VIA ORAL ; COMPRIMIDO","ALMOTRIPTAN (dl-hidrogenomalato) 12,5 mg comprimido"
"236","rifampicina * 2 % ; vía oral ; suspensión oral","560","RIFAMPICINA * 2 % ; VIA ORAL ; SUSPENSION ORAL","RIFAMPICINA 2 % suspensión oral"
"237","pentoxifilina * 100 mg/5 ml ; vía parenteral ; solución para perfusión","531","PENTOXIFILINA * 100 MG/5 ML ; VIA PARENTERAL ; SOLUCION PARA PERFUSION","PENTOXIFILINA 100 mg/5 ml solución para perfusión"
"238","interferón alfa-2a * 9 M UI/0,5 ml ; vía parenteral ; solución inyectable en jeringa precargada","1845","INTERFERON ALFA-2A * 9 M UI/0,5 ML ; VIA PARENTERAL ; SOLUCION INYECTABLE EN JERINGA PRECARGADA","INTERFERON ALFA-[2]A 9 M UI/0,5 ml solución inyectable en jeringa precargada"
"239","teicoplanina * 200 mg ; vía oral + vía parenteral ; polvo y solvente para solución inyectable para perfusión o solución oral","1788","TEICOPLANINA * 200 MG ; VIA ORAL + VIA PARENTERAL ; POLVO Y SOLVENTE PARA SOLUCION INYECTABLE PARA PERFUSION O SOLUCION ORAL","TEICOPLANINA 200 mg polvo y solvente para solución inyectable para perfusión o solución oral"
