"indicationid","name","name_noaccent"
"6444","Fibrilación auricular","FIBRILACION AURICULAR"
"6464","Fibrilación auricular, tratamiento de urgencia (de la)","FIBRILACION AURICULAR, TRATAMIENTO DE URGENCIA (DE LA)"
"6494","Aleteo auricular, tratamiento de urgencia (del)","ALETEO AURICULAR, TRATAMIENTO DE URGENCIA (DEL)"
"6514","Aleteo auricular","ALETEO AURICULAR"
"6524","Preparación para la extracción de un tapón de cera","PREPARACION PARA LA EXTRACCION DE UN TAPON DE CERA"
"6554","Hipercolesterolemia","HIPERCOLESTEROLEMIA"
"6624","Prostatitis","PROSTATITIS"
"6644","Hipertensión arterial","HIPERTENSION ARTERIAL"
"6654","Pseudohipoparatiroidismo","PSEUDOHIPOPARATIROIDISMO"
"6664","Estado psicótico agudo","ESTADO PSICOTICO AGUDO"
"6694","Angina de pecho, tratamiento preventivo (de la)","ANGINA DE PECHO, TRATAMIENTO PREVENTIVO (DE LA)"
"6714","Urgencia hipertensiva","URGENCIA HIPERTENSIVA"
"6724","Hipertensión arterial en el periodo perioperatorio","HIPERTENSION ARTERIAL EN EL PERIODO PERIOPERATORIO"
"6774","Hipertrigliceridemia","HIPERTRIGLICERIDEMIA"
"6794","Hipotensión ortostática","HIPOTENSION ORTOSTATICA"
"6824","Raquitismo vitaminorresistente","RAQUITISMO VITAMINORRESISTENTE"
"6874","Insuficiencia cardíaca","INSUFICIENCIA CARDIACA"
"6884","Insuficiencia cardíaca aguda","INSUFICIENCIA CARDIACA AGUDA"
"6914","Insuficiencia cardíaca tras infarto de miocardio, tratamiento preventivo (de la)","INSUFICIENCIA CARDIACA TRAS INFARTO DE MIOCARDIO, TRATAMIENTO PREVENTIVO (DE LA)"
"6934","Rechazo de trasplante de órgano o de tejido, tratamiento de segunda línea (del)","RECHAZO DE TRASPLANTE DE ORGANO O DE TEJIDO, TRATAMIENTO DE SEGUNDA LINEA (DEL)"
"6944","Insuficiencia cardíaca congestiva","INSUFICIENCIA CARDIACA CONGESTIVA"
"6984","Insuficiencia ventricular izquierda congestiva","INSUFICIENCIA VENTRICULAR IZQUIERDA CONGESTIVA"
"6994","Isquemia miocárdica con anestesia general en los pacientes coronarios, tratamiento preventivo (de la)","ISQUEMIA MIOCARDICA CON ANESTESIA GENERAL EN LOS PACIENTES CORONARIOS, TRATAMIENTO PREVENTIVO (DE LA)"
"7011","Tuberculosis pulmonar","TUBERCULOSIS PULMONAR"
"7054","Espasmo coronario, tratamiento intracoronario (del)","ESPASMO CORONARIO, TRATAMIENTO INTRACORONARIO (DEL)"
"7064","Lipotimia","LIPOTIMIA"
"7084","Rickettsiosis","RICKETTSIOSIS"
"7104","Hipertiroidismo, manifestaciones cardiovasculares (del)","HIPERTIROIDISMO, MANIFESTACIONES CARDIOVASCULARES (DEL)"
"7124","Náuseas y vómitos agudos inducidos por quimioterapia, tratamiento preventivo (de)","NAUSEAS Y VOMITOS AGUDOS INDUCIDOS POR QUIMIOTERAPIA, TRATAMIENTO PREVENTIVO (DE)"
"7134","Náuseas y vómitos agudos inducidos por quimioterapia, tratamiento curativo (de)","NAUSEAS Y VOMITOS AGUDOS INDUCIDOS POR QUIMIOTERAPIA, TRATAMIENTO CURATIVO (DE)"
"7141","Úlcera de pierna","ULCERA DE PIERNA"
"7154","Neutropenia durante quimioterapia citotóxica","NEUTROPENIA DURANTE QUIMIOTERAPIA CITOTOXICA"
"7164","Salmonelosis","SALMONELOSIS"
"7184","Edema agudo de pulmón","EDEMA AGUDO DE PULMON"
"7204","Postinfarto de miocardio","POSTINFARTO DE MIOCARDIO"
"7211","Macroglobulinemia de Waldeström","MACROGLOBULINEMIA DE WALDESTROM"
"7234","Abstinencia alcohólica","ABSTINENCIA ALCOHOLICA"
"7251","Hipertensión arterial pulmonar","HIPERTENSION ARTERIAL PULMONAR"
"7293","Eritema polimorfo","ERITEMA POLIMORFO"
"7313","Eritroblastopenia","ERITROBLASTOPENIA"
"7341","Infección vaginal","INFECCION VAGINAL"
"7344","Hipofertilidad por insuficiencia lútea","HIPOFERTILIDAD POR INSUFICIENCIA LUTEA"
"7354","Déficit cognitivo y neurosensorial crónico del anciano, tratamiento sintomático (del)","DEFICIT COGNITIVO Y NEUROSENSORIAL CRONICO DEL ANCIANO, TRATAMIENTO SINTOMATICO (DEL)"
"7364","Prurito de las colestasis intrahepáticas y extrahepáticas incompletas","PRURITO DE LAS COLESTASIS INTRAHEPATICAS Y EXTRAHEPATICAS INCOMPLETAS"
"7424","Sobrecarga adiposa subcutánea localizada","SOBRECARGA ADIPOSA SUBCUTANEA LOCALIZADA"
"7454","Miocardiopatía obstructiva, signos funcionales (de la)","MIOCARDIOPATIA OBSTRUCTIVA, SIGNOS FUNCIONALES (DE LA)"
"7481","Insuficiencia cardíaca grave","INSUFICIENCIA CARDIACA GRAVE"
"7541","Hipertensión gravídica","HIPERTENSION GRAVIDICA"
"7604","Taquicardia sinusal, tratamiento de urgencia (de la)","TAQUICARDIA SINUSAL, TRATAMIENTO DE URGENCIA (DE LA)"
"7621","Varicela","VARICELA"
"7624","Taquicardia supraventricular paroxística","TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA"
"7634","Taquicardia supraventricular paroxística, tratamiento preventivo (de la)","TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA, TRATAMIENTO PREVENTIVO (DE LA)"
"7641","Herpes zóster","HERPES ZOSTER"
"7644","Taquicardia ventricular","TAQUICARDIA VENTRICULAR"
"7664","Taquicardia ventricular, tratamiento de urgencia (de la)","TAQUICARDIA VENTRICULAR, TRATAMIENTO DE URGENCIA (DE LA)"
"7704","Temblor","TEMBLOR"
"7724","Cocleovestibular de origen vascular, trastorno","COCLEOVESTIBULAR DE ORIGEN VASCULAR, TRASTORNO"
"7773","Fibrosis hepática","FIBROSIS HEPATICA"
"7791","Insuficiencia ventricular izquierda grave","INSUFICIENCIA VENTRICULAR IZQUIERDA GRAVE"
"7881","Arritmia","ARRITMIA"
"7894","Inducción de hipotensión arterial controlada en anestesia","INDUCCION DE HIPOTENSION ARTERIAL CONTROLADA EN ANESTESIA"
"7904","Vasodilatación durante una exploración dinámica coronaria","VASODILATACION DURANTE UNA EXPLORACION DINAMICA CORONARIA"
"7963","Foliculitis","FOLICULITIS"
"7971","Queratoconjuntivitis micósica","QUERATOCONJUNTIVITIS MICOSICA"
"7984","Wolff-Parkinson-White, síndrome (de)","WOLFF-PARKINSON-WHITE, SINDROME (DE)"
"8004","Accidente cerebrovascular isquémico, secuelas (de un)","ACCIDENTE CEREBROVASCULAR ISQUEMICO, SECUELAS (DE UN)"
"8023","Fragilidad capilar","FRAGILIDAD CAPILAR"
"8093","Furunculosis","FURUNCULOSIS"
"8174","Mastodinia","MASTODINIA"
"8401","Neutropenia congénita grave","NEUTROPENIA CONGENITA GRAVE"
"8414","Hemorroides, tratamiento de la crisis (de)","HEMORROIDES, TRATAMIENTO DE LA CRISIS (DE)"
"8464","Hemeralopia, tratamiento complementario (de la)","HEMERALOPIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"8524","Miopía, tratamiento complementario (de la)","MIOPIA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"8603","Granulomatosis de Wegener","GRANULOMATOSIS DE WEGENER"
"8604","Circulación coroidea, trastorno (de la)","CIRCULACION COROIDEA, TRASTORNO (DE LA)"
"8613","Granuloma infeccioso","GRANULOMA INFECCIOSO"
"8654","Rinofaringitis crónica, tratamiento complementario (de una)","RINOFARINGITIS CRONICA, TRATAMIENTO COMPLEMENTARIO (DE UNA)"
"8673","Embarazo extrauterino","EMBARAZO EXTRAUTERINO"
"8674","Analgesia obstétrica","ANALGESIA OBSTETRICA"
"8694","Anestesia locorregional","ANESTESIA LOCORREGIONAL"
"8714","Angina espontánea grave","ANGINA ESPONTANEA GRAVE"
"8724","Alimentación parenteral","ALIMENTACION PARENTERAL"
"8764","Alotrasplante de células madre hematopoyéticas","ALOTRASPLANTE DE CELULAS MADRE HEMATOPOYETICAS"
"8793","Hematoma","HEMATOMA"
"8804","Insuficiencia cardíaca, tratamiento asociado (de la)","INSUFICIENCIA CARDIACA, TRATAMIENTO ASOCIADO (DE LA)"
"8814","Carencia de magnesio","CARENCIA DE MAGNESIO"
"8934","Agitación","AGITACION"
"8954","Defectos del cierre del tubo neural, tratamiento preventivo de las recidivas (de los)","DEFECTOS DEL CIERRE DEL TUBO NEURAL, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DE LOS)"
"8964","Hipercalcemia maligna","HIPERCALCEMIA MALIGNA"
"8994","Hipertensión arterial, tratamiento de segunda línea (de la)","HIPERTENSION ARTERIAL, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"9024","Dolor dental del lactante","DOLOR DENTAL DEL LACTANTE"
"9044","Lennox-Gastaut, síndrome (de)","LENNOX-GASTAUT, SINDROME (DE)"
"9073","Hemorragia postparto","HEMORRAGIA POSTPARTO"
"9074","Accidente tromboembólico, tratamiento preventivo (del)","ACCIDENTE TROMBOEMBOLICO, TRATAMIENTO PREVENTIVO (DEL)"
"9084","Interrupción de la sedación causada por benzodiazepinas","INTERRUPCION DE LA SEDACION CAUSADA POR BENZODIAZEPINAS"
"9114","Caries dental, tratamiento preventivo (de la)","CARIES DENTAL, TRATAMIENTO PREVENTIVO (DE LA)"
"9164","Accidente tromboembólico arterial, tratamiento preventivo de las recidivas (del)","ACCIDENTE TROMBOEMBOLICO ARTERIAL, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DEL)"
"9194","Traumatismo craneal, tratamiento complementario de las secuelas (del)","TRAUMATISMO CRANEAL, TRATAMIENTO COMPLEMENTARIO DE LAS SECUELAS (DEL)"
"9204","Infarto de miocardio en caso de colesterolemia normal o elevada, prevención secundaria (del)","INFARTO DE MIOCARDIO EN CASO DE COLESTEROLEMIA NORMAL O ELEVADA, PREVENCION SECUNDARIA (DEL)"
"9234","Rinitis alérgica","RINITIS ALERGICA"
"9254","Infarto de miocardio, tratamiento preventivo de las recidivas (del)","INFARTO DE MIOCARDIO, TRATAMIENTO PREVENTIVO DE LAS RECIDIVAS (DEL)"
"9284","Taquicardia supraventricular paroxística, tratamiento de urgencia (de la)","TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA, TRATAMIENTO DE URGENCIA (DE LA)"
"9304","Toxicidad urinaria de las oxazafosforinas, tratamiento preventivo (de la)","TOXICIDAD URINARIA DE LAS OXAZAFOSFORINAS, TRATAMIENTO PREVENTIVO (DE LA)"
"9353","Hepatitis crónica activa","HEPATITIS CRONICA ACTIVA"
"9414","Vértigo, tratamiento de fondo (del)","VERTIGO, TRATAMIENTO DE FONDO (DEL)"
"9493","Histiocitosis","HISTIOCITOSIS"
"9503","Hipo","HIPO"
"9524","Acné de predominio inflamatorio","ACNE DE PREDOMINIO INFLAMATORIO"
"9603","Hiperaldosteronismo secundario","HIPERALDOSTERONISMO SECUNDARIO"
"9604","Favre-Racouchot, enfermedad (de)","FAVRE-RACOUCHOT, ENFERMEDAD (DE)"
"9614","Acrodermatitis enteropática","ACRODERMATITIS ENTEROPATICA"
"9624","Acromegalia, tratamiento de segunda línea (de la)","ACROMEGALIA, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"9714","Amenorrea","AMENORREA"
"9723","Hiperhidrosis","HIPERHIDROSIS"
"9744","Angina","ANGINA"
"9814","Antisepsia ginecológica","ANTISEPSIA GINECOLOGICA"
"9824","Antisepsia de las manos y de los antebrazos antes de una intervención quirúrgica","ANTISEPSIA DE LAS MANOS Y DE LOS ANTEBRAZOS ANTES DE UNA INTERVENCION QUIRURGICA"
"9854","Antisepsia e higiene ginecológica externa","ANTISEPSIA E HIGIENE GINECOLOGICA EXTERNA"
"9864","Antisepsia de la piel y las mucosas","ANTISEPSIA DE LA PIEL Y LAS MUCOSAS"
"9874","Antisepsia de la piel sana","ANTISEPSIA DE LA PIEL SANA"
"9894","Antisepsia de las heridas","ANTISEPSIA DE LAS HERIDAS"
"9941","Taquiarritmia","TAQUIARRITMIA"
"9964","Aplasia medular","APLASIA MEDULAR"
"9984","Rechazo de trasplante de órgano, tratamiento preventivo (del)","RECHAZO DE TRASPLANTE DE ORGANO, TRATAMIENTO PREVENTIVO (DEL)"
"10044","Insuficiencia lútea obstétrica que supone una amenaza para el comienzo del embarazo","INSUFICIENCIA LUTEA OBSTETRICA QUE SUPONE UNA AMENAZA PARA EL COMIENZO DEL EMBARAZO"
"10054","Interrupción terapéutica del embarazo durante los dos primeros trimestres","INTERRUPCION TERAPEUTICA DEL EMBARAZO DURANTE LOS DOS PRIMEROS TRIMESTRES"
"10124","Inhibición de la lactancia","INHIBICION DE LA LACTANCIA"
"10134","Menopausia, tratamiento de los sofocos (durante la)","MENOPAUSIA, TRATAMIENTO DE LOS SOFOCOS (DURANTE LA)"
"10164","Bowen, enfermedad (de)","BOWEN, ENFERMEDAD (DE)"
"10204","Quemadura de primer grado","QUEMADURA DE PRIMER GRADO"
"10254","Cáncer tiroideo diferenciado dependiente de tirotropina","CANCER TIROIDEO DIFERENCIADO DEPENDIENTE DE TIROTROPINA"
"10284","Candidiasis cutánea","CANDIDIASIS CUTANEA"
"10314","Candidiasis vulvovaginal","CANDIDIASIS VULVOVAGINAL"
"10344","Carencia de vitamina K, tratamiento preventivo (de la)","CARENCIA DE VITAMINA K, TRATAMIENTO PREVENTIVO (DE LA)"
"10364","Cabello frágil, tratamiento complementario (del)","CABELLO FRAGIL, TRATAMIENTO COMPLEMENTARIO (DEL)"
"10434","Ascitis cirrótica","ASCITIS CIRROTICA"
"10504","Coma mixedematoso","COMA MIXEDEMATOSO"
"10533","Ictiosis","ICTIOSIS"
"10534","Rectocolitis hemorrágica","RECTOCOLITIS HEMORRAGICA"
"10554","Hiperprolactinemia, tratamiento sintomático (de la)","HIPERPROLACTINEMIA, TRATAMIENTO SINTOMATICO (DE LA)"
"10564","Estreñimiento","ESTREÑIMIENTO"
"10634","Anticoncepción intrauterina de componente hormonal","ANTICONCEPCION INTRAUTERINA DE COMPONENTE HORMONAL"
"10644","Anticoncepción local","ANTICONCEPCION LOCAL"
"10654","Anticoncepción oral","ANTICONCEPCION ORAL"
"10664","Anticoncepción de acción prolongada","ANTICONCEPCION DE ACCION PROLONGADA"
"10672","Tromboangeítis obliterante","TROMBOANGEITIS OBLITERANTE"
"10683","Síndrome de las piernas inquietas","SINDROME DE LAS PIERNAS INQUIETAS"
"10694","Callo","CALLO"
"10772","Tos productiva","TOS PRODUCTIVA"
"10784","Grietas de la mama, tratamiento complementario (de)","GRIETAS DE LA MAMA, TRATAMIENTO COMPLEMENTARIO (DE)"
"10824","Enfermedad de Crohn, localización colónica (de la)","ENFERMEDAD DE CROHN, LOCALIZACION COLONICA (DE LA)"
"10834","Criptorquidia","CRIPTORQUIDIA"
"10904","Afección cutánea, modificador de la diátesis (en caso de)","AFECCION CUTANEA, MODIFICADOR DE LA DIATESIS (EN CASO DE)"
"10924","Dermatosis corticosensible de componente queratósico o escamoso","DERMATOSIS CORTICOSENSIBLE DE COMPONENTE QUERATOSICO O ESCAMOSO"
"10934","Infección cutánea","INFECCION CUTANEA"
"10963","Inflamación ocular","INFLAMACION OCULAR"
"10984","Dermatosis escamosa","DERMATOSIS ESCAMOSA"
"11014","Dermatosis corticosensible sobreinfectada","DERMATOSIS CORTICOSENSIBLE SOBREINFECTADA"
"11044","Urticaria","URTICARIA"
"11051","Desinfección del material medico-quirúrgico","DESINFECCION DEL MATERIAL MEDICO-QUIRURGICO"
"11054","Dermitis irritativa","DERMITIS IRRITATIVA"
"11104","Dermitis seborreica del cuero cabelludo","DERMITIS SEBORREICA DEL CUERO CABELLUDO"
"11114","Dermitis seborreica fuera de la cara","DERMITIS SEBORREICA FUERA DE LA CARA"
"11172","Traumatismo","TRAUMATISMO"
"11204","Diabetes insípida por carencia de hormona antidiurética","DIABETES INSIPIDA POR CARENCIA DE HORMONA ANTIDIURETICA"
"11314","Dilatación de cuello del útero en la proximidad del parto","DILATACION DE CUELLO DEL UTERO EN LA PROXIMIDAD DEL PARTO"
"11394","Callosidad","CALLOSIDAD"
"11404","Dishidrosis","DISHIDROSIS"
"11424","Dispepsia supuestamente de origen hepatobiliar","DISPEPSIA SUPUESTAMENTE DE ORIGEN HEPATOBILIAR"
"11434","Distocia dinámica del parto","DISTOCIA DINAMICA DEL PARTO"
"11444","Distrofia ovárica poliquística","DISTROFIA OVARICA POLIQUISTICA"
"11454","Equimosis, tratamiento complementario (de la)","EQUIMOSIS, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"11464","Ectima","ECTIMA"
"11473","Intoxicación por magnesio","INTOXICACION POR MAGNESIO"
"11474","Herida cutánea superficial","HERIDA CUTANEA SUPERFICIAL"
"11553","Irritación cutánea","IRRITACION CUTANEA"
"11614","Dermitis por estasis","DERMITIS POR ESTASIS"
"11644","Embolia pulmonar","EMBOLIA PULMONAR"
"11681","Endocarditis bacteriana","ENDOCARDITIS BACTERIANA"
"11694","Endometriosis","ENDOMETRIOSIS"
"11841","Herida infectada","HERIDA INFECTADA"
"11854","Eritema glúteo del lactante","ERITEMA GLUTEO DEL LACTANTE"
"11884","Eritema nudoso leproso","ERITEMA NUDOSO LEPROSO"
"11894","Radiodermitis","RADIODERMITIS"
"11914","Eritrasma","ERITRASMA"
"11994","Evacuación del útero en caso de aborto incompleto","EVACUACION DEL UTERO EN CASO DE ABORTO INCOMPLETO"
"12003","Leucemia aguda","LEUCEMIA AGUDA"
"12013","Leucemia aguda linfoblástica","LEUCEMIA AGUDA LINFOBLASTICA"
"12023","Leucemia aguda mieloblástica","LEUCEMIA AGUDA MIELOBLASTICA"
"12024","Exploración dinámica de la función hipofisaria","EXPLORACION DINAMICA DE LA FUNCION HIPOFISARIA"
"12034","Exploración de la secreción de testosterona por el testículo","EXPLORACION DE LA SECRECION DE TESTOSTERONA POR EL TESTICULO"
"12043","Leucemia linfocítica crónica","LEUCEMIA LINFOCITICA CRONICA"
"12053","Leucemia promielocítica aguda","LEUCEMIA PROMIELOCITICA AGUDA"
"12064","Fístula digestiva postoperatoria","FISTULA DIGESTIVA POSTOPERATORIA"
"12094","Fisura anal","FISURA ANAL"
"12134","Foliculitis por Trichophyton rubrum, tratamiento complementario (de la)","FOLICULITIS POR TRICHOPHYTON RUBRUM, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"12144","Psoriasis extendida y grave, tratamiento de segunda línea (de la)","PSORIASIS EXTENDIDA Y GRAVE, TRATAMIENTO DE SEGUNDA LINEA (DE LA)"
"12174","Psoriasis grave","PSORIASIS GRAVE"
"12184","Inhibición de la tirotropina","INHIBICION DE LA TIROTROPINA"
"12204","Sarna","SARNA"
"12364","Granuloma anular","GRANULOMA ANULAR"
"12384","Ginecomastia idiopática","GINECOMASTIA IDIOPATICA"
"12404","Carencia de vitamina K","CARENCIA DE VITAMINA K"
"12422","Lesión medular","LESION MEDULAR"
"12434","Hemorragia del parto y del postparto","HEMORRAGIA DEL PARTO Y DEL POSTPARTO"
"12464","Heparinización de los circuitos de infusión","HEPARINIZACION DE LOS CIRCUITOS DE INFUSION"
"12474","Hepatitis B crónica activa","HEPATITIS B CRONICA ACTIVA"
"12484","Hepatitis C crónica activa","HEPATITIS C CRONICA ACTIVA"
"12534","Dermatofitosis de la piel lampiña","DERMATOFITOSIS DE LA PIEL LAMPIÑA"
"12543","Enfermedad de Crohn","ENFERMEDAD DE CROHN"
"12544","Herpes genital recurrente en el sujeto inmunocompetente","HERPES GENITAL RECURRENTE EN EL SUJETO INMUNOCOMPETENTE"
"12554","Herpes labial","HERPES LABIAL"
"12563","Enfermedad de Dupuytren","ENFERMEDAD DE DUPUYTREN"
"12594","Hirsutismo femenino mayor no tumoral","HIRSUTISMO FEMENINO MAYOR NO TUMORAL"
"12613","Enfermedad de La Peyronie","ENFERMEDAD DE LA PEYRONIE"
"12624","Hipercinesia tras parto obstétrico","HIPERCINESIA TRAS PARTO OBSTETRICO"
"12633","Enfermedad de Von Willebrand","ENFERMEDAD DE VON WILLEBRAND"
"12634","Hipercorticalismo","HIPERCORTICALISMO"
"12644","Queratinización, trastorno (de la)","QUERATINIZACION, TRASTORNO (DE LA)"
"12654","Hiperpigmentación localizada","HIPERPIGMENTACION LOCALIZADA"
"12663","Enfermedad sérica","ENFERMEDAD SERICA"
"12694","Hiperplasia congénita de las glándulas suprarrenales","HIPERPLASIA CONGENITA DE LAS GLANDULAS SUPRARRENALES"
"12704","Hiperplasia congénita de las glándulas suprarrenales con pérdida de sal","HIPERPLASIA CONGENITA DE LAS GLANDULAS SUPRARRENALES CON PERDIDA DE SAL"
"12734","Hipertiroidismo","HIPERTIROIDISMO"
"12754","Hipertrigliceridemia leve, tratamiento complementario (de la)","HIPERTRIGLICERIDEMIA LEVE, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"12834","Hipotiroidismo","HIPOTIROIDISMO"
"12914","Impétigo","IMPETIGO"
"12964","Inducción de la ovulación, tratamiento asociado a las gonadotropinas (durante una)","INDUCCION DE LA OVULACION, TRATAMIENTO ASOCIADO A LAS GONADOTROPINAS (DURANTE UNA)"
"12974","Inducción del parto en caso de muerte fetal en útero","INDUCCION DEL PARTO EN CASO DE MUERTE FETAL EN UTERO"
"12994","Infección cutánea estafilocócica primaria","INFECCION CUTANEA ESTAFILOCOCICA PRIMARIA"
"13004","Infección cutánea estreptocócica primaria","INFECCION CUTANEA ESTREPTOCOCICA PRIMARIA"
"13044","Infección urinaria","INFECCION URINARIA"
"13084","Infección vaginal, tratamiento complementario (de la)","INFECCION VAGINAL, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"13104","Candidiasis anogenital externa","CANDIDIASIS ANOGENITAL EXTERNA"
"13164","Insuficiencia de las contracciones uterinas al comienzo del parto o durante el mismo","INSUFICIENCIA DE LAS CONTRACCIONES UTERINAS AL COMIENZO DEL PARTO O DURANTE EL MISMO"
"13204","Insuficiencia pancreática exocrina","INSUFICIENCIA PANCREATICA EXOCRINA"
"13214","Trastornos ginecológicos causados por insuficiencia lútea","TRASTORNOS GINECOLOGICOS CAUSADOS POR INSUFICIENCIA LUTEA"
"13224","Insuficiencia de la secreción láctea, tratamiento complementario (de la)","INSUFICIENCIA DE LA SECRECION LACTEA, TRATAMIENTO COMPLEMENTARIO (DE LA)"
"13234","Insuficiencia corticosuprarrenal aguda","INSUFICIENCIA CORTICOSUPRARRENAL AGUDA"
"13243","Micosis cutánea","MICOSIS CUTANEA"
"13284","Insuficiencia venolinfática, tratamiento sintomático (de la)","INSUFICIENCIA VENOLINFATICA, TRATAMIENTO SINTOMATICO (DE LA)"
"13294","Interrupción terapéutica del embarazo, tratamiento asociado (de la)","INTERRUPCION TERAPEUTICA DEL EMBARAZO, TRATAMIENTO ASOCIADO (DE LA)"
"13314","Intertrigo dermatofítico de los grandes pliegues de la piel","INTERTRIGO DERMATOFITICO DE LOS GRANDES PLIEGUES DE LA PIEL"
"13323","Mielofibrosis","MIELOFIBROSIS"
"13334","Intertrigo dermatofítico de los dedos de los pies","INTERTRIGO DERMATOFITICO DE LOS DEDOS DE LOS PIES"
"13414","Querión dermatofítico","QUERION DERMATOFITICO"
"13482","Cáncer de esófago","CANCER DE ESOFAGO"
"13504","Liquen","LIQUEN"
"13544","Liquen escleroatrófico genital","LIQUEN ESCLEROATROFICO GENITAL"
"13564","Litiasis vesicular colesterólica","LITIASIS VESICULAR COLESTEROLICA"
"13604","Lupus eritematoso discoide","LUPUS ERITEMATOSO DISCOIDE"
"13644","Antisepsia en cirugía","ANTISEPSIA EN CIRUGIA"
"13664","Tromboembólica, enfermedad","TROMBOEMBOLICA, ENFERMEDAD"
"13674","Accidente tromboembólico venoso en cirugía, tratamiento preventivo (del)","ACCIDENTE TROMBOEMBOLICO VENOSO EN CIRUGIA, TRATAMIENTO PREVENTIVO (DEL)"
