"sideeffectid","name"
"42763","Trombosis de la vena del pene"
"42773","Microfalosomía"
"42783","Dolor suprapúbico"
"42793","Secreción del pene"
"42823","Mareo ortostático"
"42824","Colapso"
"42843","Crepitaciones pulmonares"
"42853","Ruidos torácicos anormales"
"42893","Tumor de piel"
"42903","Hemorragia pericárdica"
"42923","Hemorragia de la herida"
"42933","Hematoma peritoneal"
"42943","Hemorragia del tracto urinario"
"42953","Hemorragia pélvica"
"42963","Tiempo de protrombina aumentado"
"42973","Supuración"
"42983","Equimosis en la zona del implante"
"42993","Infección en la zona del implante"
"43003","Dolor en el punto de implante"
"43013","Cicatriz en el sitio del implante"
"43023","Dificultad para la retirada del implante medicamentoso"
"43033","Lesión nerviosa en la zona del implante"
"43053","Toxidermia"
"43063","Tiempo de coagulación anormal"
"43073","Bloqueo de rama completo"
"43103","Erupción fija"
"43113","Úlcera del intestino grueso"
"43123","Úlcera anal"
"43133","Miopía transitoria"
"43143","Inhibidor del factor IX aumentado"
"43153","Inhibidor del factor VIII aumentado"
"43163","Penfigoide"
"43183","Reacción alérgica (exacerbación)"
"43203","Vasodilatación conjuntival"
"43213","Sensación de arena en los ojos"
"43223","Distiquiasis"
"43233","Penfigoide ocular"
"43242","Bloqueo cardiaco"
"43243","Sensación de dolor de pinchazo"
"43253","Flebosclerosis"
"43283","Arritmia ventricular (empeoramiento)"
"43293","Irritación de la mucosa digestiva superior"
"43303","Infección viral de las vías respiratorias superiores"
"43343","Hematoma postoperatorio"
"43354","Penfigoide bulloso"
"43373","Residuo de medicamento en el oído"
"43383","Espasmo cervical"
"43393","Síndrome ligado a una perfusión de propofol"
"43403","Dolor post-extravasación"
"43413","Hiperplasia del tejido linfoide"
"43423","Vasoespasmo renal"
"43433","Tirosina aumentada"
"43443","Retención de líquidos"
"43453","Trastorno vulvar"
"43463","Distrofia de la piel"
"43483","Transaminasas anormales"
"43493","Duodenitis erosiva"
"43503","Contorno de cintura aumentado"
"43513","Sobredosis accidental"
"43553","Presión arterial sistólica aumentada"
"43563","Presión arterial diastólica disminuida"
"43573","Edema faríngeo"
"43583","Trastorno afectivo"
"43593","Disociación"
"43603","Tentativa de suicidio"
"43604","Dolor oncológico"
"43613","Comportamiento suicida"
"43623","Astenopía"
"43633","Pólipos de glándula fúndica"
"43643","Amputación de extremidad inferior"
"43663","Elastosis perforante serpiginosa"
"43673","Pseudoxantoma elástico"
"43674","Poliposis nasal"
"43683","Protrusión del disco intervertebral"
"43693","Energía aumentada"
"43703","Anticuerpos antiprotamina"
"43753","Efecto en el lactante expuesto en el útero a la sustancia"
"43763","Corteza"
"43773","Reacción tipo enfermedad sérica"
"43783","Picor nasal"
"43793","Prurito nasal"
"43803","Hiperalgesia"
"43843","Dolor en la zona del catéter"
"43863","Infección en el sitio del catéter"
"43883","Onicoclasia"
"43893","Trastorno abdominal"
"43903","Vasoconstricción"
"43913","Síndrome de abstinencia a opioides"
"43923","Disminución de la tasa de filtración glomerular"
"43932","Fractura de cadera"
"43943","Hemorragia en el punto del catéter"
"43953","Acidocetosis diabética"
"43963","Pleuritis"
"43983","Comportamiento impulsivo"
"43993","Pleocitosis"
"44003","Melanosis gastrointestinal"
"44013","Automatismo ambulatorio"
"44023","Síndrome post-punción lumbar"
"44033","Modificación de un nevus"
"44043","Necrosis tisular distal"
"44053","Exantema alérgico"
"44063","Estría cutánea"
"44083","Tolerancia disminuida a la glucosa"
"44103","Hormonas sexuales (perturbación)"
"44123","Obstrucción de las vías respiratorias"
"44143","Pseudomononucleosis"
"44153","Dolor gástrico"
"44163","Color de los fluidos biológicos (modificación)"
"44173","Actividad enzimática anormal"
"44183","Migraña sin aura"
"44193","Malformación arterial congénita"
"44203","Sensación de estado anormal"
"44213","Lesión"
"44223","Comportamiento compulsivo"
"44233","Ilusión"
"44243","Pensamientos obsesivos"
"44254","Acidocetosis"
"44263","Molestia de cabeza"
"44264","Coma diabético hiperosmolar"
"44273","Espasmo orofaríngeo"
"44283","Queratosis"
"44293","Dificultad para orinar"
"44303","Efecto medicamentoso disminuido"
"44313","Intolerancia al producto"
"44323","VLDL aumentado"
"44332","Enfermedad desmielinizante del sistema nervioso periférico"
"44333","Olor anormal de las heces"
"44353","Pólipo duodenal"
"44363","Estenosis del canal pancreático"
"44373","Calcificación conjuntival"
"44374","Criptococosis neuromeníngea"
"44383","Complicación de un estoma gastrointestinal"
"44384","Candidiasis esofágica"
"44393","Vulvovaginitis por Trichomonas"
"44403","Análisis microbiológico anormal"
"44423","Contracciones musculares"
"44433","Síntomas de privación de tabaco"
"44453","Hormigueo de la boca"
"44463","Baba"
"44473","Distonía oromandibular"
"44483","Espasmo lingual"
"44493","Tortícolis"
"44503","Glucemia aumentada"
"44513","Sensación de opresión en la garganta"
"44523","Deficiencia mental"
"44533","Transformación hemorrágica de un accidente cerebrovascular"
"44543","Arritmia de reperfusión"
"44553","Úlcera gástrica hemorrágica"
"44563","Síndrome de las arterias espinales anteriores"
"44573","Isquemia miocárdica recidivante"
"44583","Efecto adrenérgico"
"44593","Embolia arterial retiniana"
"44603","Aumento de glóbulos blancos"
"44613","Glucocorticoides disminuidos"
"44633","Colapso vasomotor"
"44643","Hipertensión arterial ligada al procedimiento"
"44653","Dolor asociado a una perfusión"
"44663","Cefalea asociada a una perfusión"
"44703","Alteración del color de la mucosa gastrointestinal"
"44713","Fénomeno de recuerdo"
"44723","Hipertensión maligna"
"44733","Balance nitrogenado negativo"
"44743","Trastorno del colágeno"
"44763","Úlcera gastrointestinal perforada"
"44773","Disminución del apetito"
"44783","Parada respiratoria"
"44793","Infección gonocócica de las vías genitourinarias"
"44803","Hematíes aglutinados"
"44863","Trombosis arterial de una extremidad"
"44903","Taquipsiquia"
"44913","Endurecimiento de próstata"
"44923","Examen prostático anormal"
"44933","Colesterol sanguíneo aumentado"
"44943","Disminución del flujo de orina"
"44963","Cólico biliar"
"44973","Esfuerzos de vómito"
"44983","Necrosis tisular"
"44993","Urticaria de contacto"
"45003","Hipoestesia en el sitio de inyección"
"45013","Pigmentación de los tejidos oculares (modificación)"
"45023","Alteración del color de los labios"
"45033","Temblor muscular"
"45043","Síndrome de la cabeza caída"
"45053","Proteinorraquia aumentada"
"45063","Proteinorraquia disminuida"
"45073","Fuga de un dispositivo"
"45083","Oclusión de dispositivo"
"45093","Desplazamiento del dispositivo"
"45103","Problema de la aguja"
"45113","Dolor en el punto de instilación"
"45123","Ojos pegajosos"
"45133","Sensación anormal en el ojo"
"45143","Bullas bucales"
"45153","Bullas linguales"
"45163","Lipomatosis epidural"
"45173","Empeoramiento de la diabetes"
"45183","Queratitis superficial"
"45193","Precipitados corneales"
"45223","Respuesta terapéutica disminuida"
"45243","Miocarditis alérgica"
"45253","Vasculitis retiniana"
"45263","Vasculitis pulmonar"
"45273","Borde del párpado crujiente"
"45283","Afección del párpado"
"45293","Presíncope"
"45303","Hiperpigmentación cutánea"
"45323","Mucosidad nasal teñida de sangre"
"45333","Crisis ligada a la presencia de feocromocitoma"
"45363","Descamación bucal"
"45373","Obstrucción del aireador transtimpánico"
"45393","Esofagitis erosiva"
"45433","Depresión del segmento ST"
"45443","Anomalía del segmento ST-T"
"45453","Piqueteado ungueal"
"45463","Distrofia ungueal"
"45473","Onicogrifosis"
"45483","Bilirrubinemia (aumento)"
"45503","Soldadura prematura de las epífisis"
"45513","Osteítis alveolar"
"45523","Tiroiditis autoinmune"
"45533","Anticuerpos anticitoplasma de neutrófilos"
"45553","Eczema herpético"
"45573","Percepción de la profundidad visual alterada"
"45583","Hiperoxia"
"45593","Presencia de fibrina en la cámara anterior del ojo"
"45603","Depósito de fibrina en el cristalino"
"45613","Dolor pericárdico"
"45633","Trombosis en el dispositivo"
"45643","Craneosinostosis"
"45663","Irritación meníngea"
"45673","Inestabilidad vasomotora"
"45683","Dolor en el anexo uterino"
"45693","Cambios de humor"
"45703","Fijación de yodo disminuida"
"45713","Destrucción articular"
"45723","Prueba cutánea anormal"
"45743","Desgarro"
"45763","Pruebas anormales de la visión de los colores"
"45773","Reflejo macular anormal"
"45783","Tomografía de coherencia óptica anormal"
"45793","Visión oscurecida"
"45803","Líquido subretinal"
"45813","Anticuerpos anti-FSH"
"45823","Ovulación precoz"
"45833","Tiflitis"
"45843","Acumulación pélvica de fluidos"
"45853","Dolor ovárico"
"45863","Encefalitis no infecciosa"
"45873","Tiroiditis aguda"
"45883","Oftalmopatía tiroidea"
"45903","Polineuropatía desmielinizante"
"45913","Bronquilitis"
"45923","Colitis autoinmune"
"45933","Rash del párpado"
"45943","Erupción papuloescamosa"
"45953","Presencia de antigonadotropinas"
"45963","Mancha cutánea"
"45973","Disfunción del nodo sinusal"
"45983","Presión arterial mal controlada"
"45993","Liquen plano agravado"
"46033","Asimetría de la cara"
"46053","Síndrome de resistencia a la insulina"
"46063","Depresión situacional"
"46073","Irritación en el punto de instilación"
"46083","Trastorno periorbital"
"46093","Trastorno del párpado"
"46113","Eccema agravado"
"46123","Foto-onicólisis"
"46133","Pérdidas vaginales"
"46143","Carditis"
"46153","Cistitis ulcerosa"
"46163","Estrógeno sérico disminuido"
"46173","Gonadotropina sanguínea aumentada"
"46183","Trastorno de la médula ósea"
"46203","Trastorno esquizofreniforme"
"46213","Parálisis de nervio craneal"
"46223","Afección vesical"
"46233","Pensamientos morbosos"
"46243","Exacerbación pulmonar de la mucoviscidosis"
"46253","Examen positivo para hongo en la expectoración"
"46263","Coloración anormal de la expectoración"
"46273","Vómitos después de toser"
"46283","Dolor musculoesquelético del torax"
"46293","Dolor de hernia"
"46313","Fungemia"
"46323","Tumefacción articular"
"46333","Rubefacción"
"46343","Miastenia grave agravada"
"46353","Síndrome de Lambert-Eaton (empeoramiento)"
"46363","Distrofia muscular de Duchenne (empeoramiento)"
"46373","Dificultad respiratoria"
"46383","Sensación de relajación"
"46393","Blefaroconjuntivitis alérgica"
"46403","Depresión de la médula ósea"
"46423","Infección viral gastrointestinal"
"46433","Aversión alimentaria"
"46443","heces anormales"
"46453","Defecación dolorosa"
"46463","Dolor de la vesícula biliar"
"46473","Olor anormal de la piel"
"46493","Brecha aniónica aumentada"
"46503","Relación albúmina/globulina anormal"
"46513","Dolor en el punto de incisión"
"46523","Dehiscencia de herida"
"46533","Choque anafilactoide"
"46543","Alteración del color de la mama"
"46553","Hipocupremia"
"46563","Prueba positiva para citomegalovirus"
"46573","Necrosis renal"
"46583","Enfermedad veno-oclusiva"
"46603","Afección mamaria"
"46623","Liberación postoperatoria"
"46633","Dolor postoperatorio"
"46643","Complicación postoperatoria"
"46653","Íleo postoperatorio"
"46663","Eritema en el lugar de la incisión"
"46683","Reacción en el sitio de la intervención"
"46693","Molestia después de la intervención"
"46703","Tumefacción del testículo"
"46713","Engrosamiento de las pestañas"
"46723","Textura anormal del cabello o de los pelos"
"46733","Crecimiento anormal del cabello o de los pelos"
"46743","Condritis costal"
"46753","Volumen expiratorio máximo disminuido"
"46763","Ruidos respiratorios anormales"
"46773","Llantos persistentes"
"46783","Síndrome del dedo del pie azul"
"46793","Problemas de educación"
"46803","Dermatofitosis"
"46813","Blefarocalasia"
"46833","Congestión de las vías respiratorias altas"
"46853","Neumopatía intersticial difusa"
"46863","Infarto de retina"
"46873","Sensación de presión en el oído"
"46883","Sordera neurosensorial"
"46893","Presencia de células en la orina"
"46903","Hipercapnia (empeoramiento)"
"46943","Sabor salado"
"46953","Histiocitosis hematofágica"
"46963","Neumonía organizada"
"46983","Dermatosis bullosa por IgA lineal"
"47003","Elastosis actínica"
"47013","Pseudocelulitis"
"47023","Leucemia aguda de células T"
"47053","Erupción bucal"
"47063","Parestesia oral"
"47073","Llantos"
"47083","Afección mediastínica"
"47093","Infección del oído"
"47103","Fracción de eyección disminuida"
"47113","Intoxicación por agua"
"47133","Septicemia fúngica"
"47143","Síndrome de bajo gasto cardíaco"
"47153","Índice cardíaco anormal"
"47173","Ácidos grasos libres anormales"
"47183","Retardo en el cierre de la epífisis"
"47203","Hidrocefalia comunicante"
"47213","Eczema marginado de Hebra"
"47223","Necrosis pulmonar"
"47243","Gemido"
"47253","Störungen der Schlafrhythmusphasen"
"47263","Exacerbación de la enfermedad"
"47273","Caspa"
"47283","Hiperestimulación uterina"
"47293","Meconio en el líquido amniótico"
"47303","Convulsiones neonatales"
"47313","Asfixia neonatal"
"47323","Cianosis del recién nacido"
"47333","Hämatom der Bauchwand"
"47393","Siderosis hepática"
"47403","Meningitis durch Listerien"
"47413","Positiver Bakterientest"
"47423","Urine leukocyte esterase positive"
"47433","CD4/CD8 ratio decreased"
"47443","Necrosis cortical renal"
"47453","Hemorragia fetomaterna"
"47463","Narcolepsia agravada"
"47483","Hiperpigmentación en el lugar de aplicación"
"47493","Cabello graso"
"47503","Sepsis neutropénica"
"47513","Embolismo por cristales de colesterol"
"47533","Incontinencia urinaria agravada"
"47543","Infección relacionada con un dispositivo"
"47553","Pupilotonía"
"47563","Labios secos"
"47573","Atrofia óptica"
"47583","Trastornos de la conducta alimentaria relacionados con el sueño"
"47613","Inflamación del aparato respiratorio"
"47653","Picor de lengua"
"47663","Pseudotumor cerebral"
"47693","Estado de ánimo depresivo"
"47703","Cefalea post-traumática"
"47713","Sueño de mala calidad"
"47723","Hipertensión diastólica"
"47733","Heces irregulares"
"47743","Alteración del color gingival"
"47763","Pigmentación labial"
"47773","Hiperpigmentación postinflamatoria"
"47783","Edema mucoso"
"47793","Edema en el punto de implantación"
"47803","Hematoma en el punto de implantación"
"47813","Hipertrofia en la zona del implante"
"47823","Prurito en el punto de implantación"
"47833","Reacción en la zona del implante"
"47843","Hipersensibilidad en la zona del implante"
"47853","Eritema en el punto de implantación"
"47863","Irritación en la zona del implante"
"47873","Alteración del color en la zona del implante"
"47883","Saturación de la transferrina disminuida"
"47893","Náusea asociada a una intervención"
"47923","Neovascularización corneal"
"47933","Disfunción ventricular izquierda"
"47943","Estertores"
"47973","Cambios en el estado mental"
"47993","Crisis de esclerodermia renal"
"48003","Anticuerpo de superficie de la hepatitis B positivo"
"48013","Alteración del color en el lugar de aplicación"
"48023","Síndrome de hipoglucemia autoinmune"
"48033","Trastorno del habla"
"48043","Aortitis"
"48053","Reacción recurrente en el lugar de inyección"
"48063","Síndrome de Dressler"
"48083","Cáncer de piel no melanoma"
"48093","Trastorno psiquiátrico"
"48103","Hipertrofia de las papilas de la lengua"
"48113","Abrasión cutánea"
"48123","Daltonismo"
"48143","Proarritmia"
"48153","Trastorno del útero"
"48173","Trastorno de la lactancia"
"48183","Vasculitis renal"
"48193","Secreción en el punto de aplicación"
"48203","Hinchazón en el lugar de aplicación"
"48213","Reacción cutánea a distancia del punto de aplicación"
"48233","Tártaro dental"
"48243","Volumen fecal aumentado"
"48253","Pérdidas anales oleosas"
"48263","Lesión del esófago"
"48273","Pigmentación de las mucosas del tubo digestivo"
"48283","Facies de máscara"
"48293","Trastorno del sueño relacionado con el ritmo circadiano"
"48303","Desviación de la marcha"
"48313","Reflejo glabelar anormal"
"48323","Trastornos de movimientos de la lengua"
"48343","Hipertrofia renal"
"48353","Ruptura renal"
"48363","Consumo de oxígeno aumentado"
"48373","Síndrome de transiluminación iridiana aguda bilateral"
"48383","Encefalopatía hiponatrémica"
"48393","Reacción en la zona de punción"
"48443","Linfohistiocitosis hemofagocítica"
"48453","Erupción escamosa"
"48463","Agresión física"
"48493","Lesión nerviosa en el punto de inyección"
"48523","Sensación de presión en el ojo"
"48533","Erupción maculovesiculosa"
"48543","Hemorragia de la anastomosis"
"48553","Colecistitis alitiásica"
"48573","Defectos visuales"
"48583","Masa mamaria"
"48593","Subíleo"
"48623","Dellen"
"48633","Perforacion macular"
"48643","Hemorragia coroidea"
"48653","Quiste de la conjuntiva"
"48663","Complicación en la intubación endotraqueal"
"48673","dehiscencia"
"48683","Hipertensión arterial refractaria"
"48693","Mononeuropatía"
"48703","Hemorragia del cuello del útero"
"48723","Dolor torácico no cardiaco"
"48793","Trastorno gingival"
"48803","Afección bucal"
"48823","Anemia nefrogénica"
"48831","Afección de la vesícula biliar"
"48833","Sensación de asfixia"
"48843","Ascitis hemorrágica"
"48853","Congestión hepática"
"48863","Insuficiencia renal de causa prerenal"
"48873","fractura de la clavícula"
"48883","Tranfusión"
"48893","Drenaje de la cavidad abdominal"
"48903","Diálisis"
"48913","Colocación de sonda gástrica"
"48923","Colocación de stent"
"48933","Drenaje de abscesos"
"48943","Toma de muestra de médula ósea"
"48951","Trastorno bipolar"
"48953","Polipectomía"
"48963","Minusvalía física"
"48973","Miocarditis autoinmune"
"48983","Encefalomielitis paraneoplásica"
"48993","Inflamación del sistema nervioso central"
"49003","Púrpura trombopénica inmunológica"
"49141","Hemorragia cerebral"
"49192","Traumatismo ocular"
"49301","Infección oportunista"
"49321","Coma hiperosmolar"
"49421","Hiperhidratación extracelular"
"49481","Distrofia corneal"
"49521","Neumotórax"
"49541","Embolia gaseosa"
"49561","Distensión abdominal"
"49751","Infección sistémica"
"49761","Trastorno cognitivo"
"49771","Trastorno del comportamiento"
"49951","Arteritis temporal"
"50041","Idea suicida"
"50291","Gastritis"
"50311","Disfagia"
"50502","Disnea de reposo"
"51631","Hipertensión portal"
"51811","Hemorragia intracraneal"
"51831","Hemorragia meníngea"
"52011","Hiperlactatemia"
"52021","Intolerancia a la glucosa"
"52041","Polidipsia"
"52481","Hemopatía maligna"
"53251","Pericarditis constrictiva"
"53331","Artritis infecciosa"
"53551","Metástasis ósea"
"53631","Meningitis"
"53961","Hepatomegalia"
"53971","Cefalea"
"54061","Hipernatremia"
"54071","Hipercloremia"
"54121","Síndrome compartimental"
"54131","Fractura patológica"
"54351","Neuropatía óptica isquémica anterior no arterítica"
"54841","Migraña"
"54891","Leucoencefalopatía multifocal progresiva"
"54951","Gastroparesia"
"54991","Fractura vertebral"
"55341","Neumopatía intersticial"
"55351","Fibrosis pulmonar"
"55591","Rinitis atrófica"
"55771","Porfiria aguda"
"55991","Discrasia sanguínea"
"56361","Hemorragia antepartum"
"56581","Rinitis vasomotora"
"57081","Thromboflebitis superficial"
"58361","Milium coloide"
"58531","Hipoclorhidria"
"58794","Síndrome de secreción inapropiada de hormona antidiurética (SIADH)"
"59064","Cáncer tiroideo"
"59504","Dermatofitosis cutánea"
"59661","Micosis oral"
"59772","Bloqueo de rama izquierda"
"59894","Bulimia"
"60534","Epicondilitis"
"60564","Reumatismo psoriásico"
"60711","Colitis pseudomembranosa"
"60831","Síndrome de dificultad respiratoria aguda"
"61074","Linfoma maligno no Hodgkin"
"61084","Cáncer broncopulmonar"
"61224","Persistencia del canal arterial"
"62104","Queratitis herpética"
"62244","Neuropatía motora multifocal"
"62314","Cáncer de cabeza y cuello"
"63084","Leucemia mielocítica crónica"
"63204","Sarcoma"
"63334","Linfoma T cutáneo"
"64144","Hemoglobinuria paroxística nocturna"
"65274","Lupus eritematoso diseminado"
"65474","Enfermedad de Addison"
"65584","Dermatitis del pañal"
"65604","Herpes ocular"
"65864","Trastorno del tránsito gastrointestinal"
"66004","Metahemoglobinemia"
"66124","Accidente tromboembólico arterial"
"66774","Leucemia mielomonocítica crónica"
"67024","Polirradiculoneuritis inflamatoria desmielinizante crónica"
"67034","Trastorno circulatorio"
"67674","Otomicosis"
"67764","Halitosis"
"67804","Hemorragia vítrea"
"67814","Opacidad vítrea"
"68534","Hemangioma"
"68544","Infección por virus del herpes"
"69772","Criptococosis"
"70704","Infección por Haemophilus influenzae"
"71982","Pólipo colorrectal"
"72524","Eyaculación precoz"
"72594","Infección por virus Blastocystis hominis"
"72964","Enfermedad de Meniere"
"73074","Tumor trofoblástico gestacional"
"73894","Listeriosis"
"74712","Migraña con aura"
"75234","Rosácea papulopustulosa"
"77754","Infección de tejidos blandos"
"77794","Crisis convulsiva"
"78614","Queratosis actínica"
"80904","Histoplasmosis"
"80934","Blastomicosis"
"81154","Trastornos extrapiramidales"
"87354","Calcifilaxia"
"89024","Bronquitis aguda"
